CASRN,Canonical_QSARr,very_toxic
20830-75-5,CC12CCC(CC1CCC1C2CC(O)C2(C)C(CCC21O)C1COC(=O)C=1)OC1CC(O)C(OC2CC(O)C(OC3CC(O)C(O)C(C)O3)C(C)O2)C(C)O1,True
76579-52-7,COC1C=CC(CC(=S)N(C)C)=CC=1,True
107-19-7,C#CCO,True
64011-70-7,NC(=S)C1CC=CCC1,True
70907-61-8,C(COC1C=CC=CC=1C1CCCCC1)C1NCCN=1,True
298-02-2,CCSCSP(=S)(OCC)OCC,True
2338-31-0,FC(F)(F)C1NC2=CC=CC(Cl)=C2N=1,True
13589-15-6,COC(=O)N(CCCl)N=O,True
22243-91-0,COP(C)(=S)SCN1C(=O)C2C=CC=CC=2C1=O,True
21738-42-1,CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,True
21312-10-7,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1C=C(C)ON=1,False
86960-46-5,CCCCCCCCCC(=O)OC1C=CC(=CC=1)C(O)=O,False
123252-97-1,CC(C)=CCOC1=C(C(=O)NC2C=CC=CN=2)N(C)S(=O)(=O)C2C=C(Cl)SC=21,True
128606-48-4,CC(=CC(=O)OC)OP(=S)(OCC)OCC,True
302-95-4,CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C21C,False
626-17-5,N#CC1C=C(C=CC=1)C#N,False
29329-71-3,CC(O)(P(O)(O)=O)P(O)(O)=O,False
356-12-7,CC1(C)OC2(C(CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC23C)O1)C(=O)COC(C)=O,True
91893-26-4,CN(C)S(=O)(=O)CCNC(=O)NCCCl,True
119-38-0,CN(C)C(=O)OC1=CC(C)=NN1C(C)C,True
298-57-7,C(C=CC1C=CC=CC=1)N1CCN(CC1)C(C1C=CC=CC=1)C1C=CC=CC=1,False
82-66-6,O=C(C1C(=O)C2=CC=CC=C2C1=O)C(C1C=CC=CC=1)C1C=CC=CC=1,True
371-44-8,CC(C)CNC(=O)CF,True
10140-93-9,CCC1COP(=O)(Cl)OC1CCC,True
2338-30-9,FC(F)(F)C1NC2C(N=1)=C(Br)C(Br)=C(Br)C=2Br,True
7450-69-3,NP(N)(=O)OC1C=CC=CC=1,False
59866-24-9,OC(=O)C(=O)CC(O)=O,False
64047-34-3,OC(=O)C(C1C=CC(Cl)=CC=1)C1C=CC(Cl)=CC=1,False
2667-52-9,CC(C)SCSP(=S)(OC(C)C)OC(C)C,True
19794-93-5,O=C1N2C=CC=CC2=NN1CCCN1CCN(CC1)C1C=C(Cl)C=CC=1,False
89426-91-5,NS(=O)(=O)C1C=C2NC(=NC2=CC=1)C(F)(F)F,True
50-49-7,CN(C)CCCN1C2C=CC=CC=2CCC2C=CC=CC1=2,False
105-46-4,CCC(C)OC(C)=O,False
504-24-5,NC1C=CN=CC=1,True
21259-20-1,CC12C(OC(C)=O)C(O)C(OC3C=C(C)C(CC13COC(C)=O)OC(=O)CC(C)C)C12CO1,True
6138-79-0,CC1=CC=C(C=C1)C(=CCN1CCCC1)C1=CC=CC=N1,False
60828-78-6,CC(CC(C)C)CC(CC(C)C)OCCO,False
550-28-7,CN1C(=O)N(CC(C)=C)C(N)=CC1=O,False
18225-94-0,FC1C(Cl)=C2NC(=NC2=C(Cl)C=1Cl)C(F)(F)F,True
999-97-3,C[Si](C)(C)N[Si](C)(C)C,False
1224-63-1,CCOP(=S)(OC(=CCl)C1C=CC(Cl)=CC=1Cl)OCC,True
6483-15-4,O=C1C=CCC2C3CCCN4CCCC(CN12)C43,False
4413-13-2,CCOCCOCCCC,False
520-09-2,CC1NC(=O)NC(=O)C=1N(CCCl)CCCl,True
88-29-9,CC(=O)C1=CC2=C(C=C1CC)C(C)(C)CCC2(C)C,False
59375-66-5,CC1SCSC1=NOC(=O)NC,True
553-26-4,C1=CN=CC=C1C1C=CN=CC=1,False
26750-50-5,C=CS(=O)(=O)COCS(=O)(=O)C=C,True
152-62-5,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC21C,False
62303-19-9,O=C(N=NC1SCCS1)C1C=CC=CC=1,False
89427-40-7,CC1C(Cl)=C(C2N=C(NC=2C=1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,False
62421-46-9,CCP(=O)(OCC)SC1C=CC(Cl)=CC=1,True
15911-15-6,CC1=NN(C(=O)C2=NOC(C)=C12)C1C=CC=CC=1,False
631-61-8,CC(O)=O,False
1695-77-8,CC1CC(=O)C2(O)OC3C(OC2O1)C(O)C(NC)C(O)C3NC,False
51376-77-3,CCOP(=O)(OCC)SCN1N=CC=CC1=O,True
51580-86-0,OC1=NC(=O)N(Cl)C(=O)N1Cl,False
101670-74-0,C[N+]1(CCCl)CCCO1,True
88881-65-6,CC1C=C(C=CC=1)N(CC(=O)OCC(F)(F)F)CC,False
18278-44-9,CNC(=O)CSP(C)(=S)OC,True
10329-96-1,O=C1CC(CC(=O)N1CN1CCOCC1)N1C(=O)C2C=CC=CC=2C1=O,False
75-15-0,S=C=S,False
55391-34-9,CNC(=O)ON=C1CSCCS1,True
89427-10-1,CC1=CC=C2NC(=NC2=C1[N+]([O-])=O)C(F)(F)F,True
318-98-9,CC(C)NCC(O)COC1=CC=CC2C=CC=CC1=2,False
84-83-3,CN1C(=CC=O)C(C)(C)C2=CC=CC=C12,False
68104-02-9,CC1C=C(C(=CC=1N)OC)N(C)C,True
50-07-7,CC1C(=O)C2=C(C(COC(N)=O)C3(OC)C4NC4CN32)C(=O)C=1N,True
56538-00-2,[O-][N+](=O)C1C=C(CNCCCl)C(O)=CC=1,True
918504-27-5,CCCS(=O)(=O)NC1C=CC(F)=C(C(=O)C2=CNC3N=CC(Br)=CC2=3)C=1F,False
2160-93-2,CC(C)(C)N(CCO)CCO,False
4312-93-0,CCCCCC(=O)NO,False
89427-33-8,FC1C(Br)=C(Cl)C2N=C(NC=2C=1Br)C(F)(F)F,True
55-86-7,CN(CCCl)CCCl,True
21923-23-9,CSC1C=C(Cl)C(=CC=1Cl)OP(=S)(OCC)OCC,True
1836-77-7,[O-][N+](=O)C1C=CC(=CC=1)OC1C(Cl)=CC(Cl)=CC=1Cl,False
83373-31-3,CC(C)(C)C1=CC=C(C=C1)OC(=O)C1CCC(CN=C(N)N)CC1,True
62476-59-9,[O-][N+](=O)C1C=CC(=CC=1C(O)=O)OC1C=CC(=CC=1Cl)C(F)(F)F,False
129-00-0,C1=CC2=CC=CC3=CC=C4C=CC=C1C4=C32,False
20562-02-1,CC1CN2C(CC1)C(C)C1C2CC2C3CC=C4CC(CCC4(C)C3CCC21C)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O,False
60244-66-8,COC1=C(C=NN(C)C1=O)OP(=O)(OC(C)C)OC(C)C,True
2173-56-0,CCCCCOC(=O)CCCC,False
64036-99-3,C[S+](CCSP(=O)(OCC)OCC)CC,True
33820-53-0,CC(C)C1=CC(=C(C(=C1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O,False
5675-57-0,CC(=CC(=O)OCC)OP(=O)(OCC)OCC,True
101526-62-9,CS(=O)(=O)NC1C=CC(=CC=1)C(=O)NCCN(CC)CC,False
521-11-9,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2(C)O,False
94-91-7,CC(CN=CC1C=CC=CC=1O)N=CC1C=CC=CC=1O,False
86695-30-9,CCCCOP(O)(=O)OCCCC,False
20417-82-7,CC1(CCCC1=NOC(=O)NC)C#N,True
60244-69-1,COC1=C(C=NNC1=O)OP(=O)(OCC(C)C)OCC(C)C,True
90035-08-8,OC1=C(C2CC(CC3=CC=CC=C32)C2C=CC(=CC=2)OCC2C=CC(=CC=2)C(F)(F)F)C(=O)OC2=CC=CC=C21,True
42959-18-2,C[Si]1(C)OCCN(CCO)CCO1,False
15503-86-3,CC1CC(=CC)C(=O)OC2CC[N+]3([O-])CC=C(COC(=O)C1(O)CO)C32,True
346-18-9,CN1C(CSCC(F)(F)F)NC2C=C(Cl)C(=CC=2S1(=O)=O)S(N)(=O)=O,True
5118-29-6,CN(C)CCC=C1C2C=CC=CC=2C(C)(C)C2C=CC=CC=21,False
3218-36-8,O=CC1C=CC(=CC=1)C1C=CC=CC=1,False
123253-03-2,CN1C2=C(OC(=COCCOC)N(C3C=CC=CN=3)C2=O)C2SC(Cl)=CC=2S1(=O)=O,True
107-20-0,O=CCCl,True
101670-73-9,ClCC[N+]1(CCCl)CCCO1,True
89-39-4,COC1C=CC(=CC=1[N+]([O-])=O)OC,False
106231-36-1,CN=C(O)ON=C1SCOC1(C)C,True
22494-27-5,CC(=O)OC1C=CC(=CC=1C(O)=O)C1C=CC(F)=CC=1,False
39215-09-3,FC(F)(F)C1NC2=CC(Cl)=C(Br)C=C2N=1,True
15667-63-7,CC(=O)OC(C=C)C#N,True
94-78-0,NC1N=C(N)C=CC=1N=NC1C=CC=CC=1,False
507-59-5,CC(=O)OC1CC2(O)C(CCC3(C)C(CCC32O)c2coc(=O)cc2)C2(C)CCC(O)C=C21,True
54-36-4,CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1,False
838-95-9,CN(C)C1C=CC(C=CC2C=CC=CC=2)=CC=1,True
27199-40-2,ClC1=CC=CC=C1C1=NC(=NO1)C1C=CN=CC=1,False
57-97-6,CC1=C2C=CC3C=CC=CC=3C2=C(C)C2C=CC=CC1=2,False
4856-87-5,O=C1C=CC(=O)N1CCCCCCN1C(=O)C=CC1=O,False
19780-11-1,CCCCCCCCCC=CCC1CC(=O)OC1=O,False
1798-50-1,OC(C1CCNCC1)(C1C=CC=CC=1)C1C=CC=CC=1,False
70321-86-7,CC(C)(C1C=C(C(O)=C(C=1)N1N=C2C=CC=CC2=N1)C(C)(C)C1C=CC=CC=1)C1C=CC=CC=1,False
51356-11-7,CC1C=CC(=O)N(CSP(=O)(OCC)OCC)N=1,True
2439-35-2,CN(C)CCOC(=O)C=C,False
17013-35-3,CC=CC(C)C1(CC)C(=O)NC(=O)NC1=O,True
13230-99-4,O=C1NC2NC(=O)NC=2C=N1,False
901-82-6,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C32,True
13171-21-6,CC(OP(=O)(OC)OC)=C(Cl)C(=O)N(CC)CC,True
5421-46-5,OC(=O)CS,True
513-77-9,OC(O)=O,False
1716-09-2,CC1=CC(=CC=C1SC)OP(=S)(OCC)OCC,True
55134-13-9,CC1(CCC2(O1)OC1(C=CC2O)OC(C(CC)C(=O)C(C)C(O)C(C)C2OC(C(CC)C(O)=O)C(C)CC2C)C(C)CC1C)C1CCC(O)(CC)C(C)O1,True
1719-58-0,C[Si](C)(Cl)C=C,False
9046-10-0,CC(COCCCN)COCCN,False
90729-43-4,CC(C)(C)C1C=CC(=CC=1)C(=O)CCCN1CCC(CC1)OC(C1C=CC=CC=1)C1C=CC=CC=1,False
15622-65-8,CC1NC2CCC(CN3CCOCC3)C(=O)C=2C=1CC,False
24017-24-1,CCP(=S)(OCC)SCN1C(=O)C2C=CC=CC=2C1=O,True
102410-40-2,CN(C)CC(=O)NN=CC1=C(Cl)N=C2SCCN21,False
13194-48-4,CCOP(=O)(SCCC)SCCC,True
6923-22-4,CC(=CC(=O)NC)OP(=O)(OC)OC,True
2185-86-6,CCNC1=CC=C(C(C2C=CC(=CC=2)N(C)C)=C2C=CC(C=C2)=[N+](C)C)C2C=CC=CC=21,False
162881-26-7,CC1=CC(C)=C(C(=O)P(=O)(C2C=CC=CC=2)C(=O)C2C(C)=CC(C)=CC=2C)C(C)=C1,False
51356-18-4,COP(=S)(OC)SCN1N=C(Br)C=CC1=O,True
2496-91-5,CCS(=O)(=O)CCSP(=O)(OCC)OCC,True
80-54-6,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,False
752-56-7,CC1=CC2=C(C=C1C)N=C1C(=NC(=O)NC1=O)N2CC(OC(=O)CCC)C(OC(=O)CCC)C(COC(=O)CCC)OC(=O)CCC,False
2312-76-7,CC1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,True
100-28-7,[O-][N+](=O)C1C=CC(=CC=1)N=C=O,False
532-82-1,NC1C=C(N)C(=CC=1)N=NC1C=CC=CC=1,False
6903-79-3,[H]/N=C(\N)/N(C)CCOP(O)(O)=O,False
75274-25-8,CCOC(=O)C(=O)NC1C=C(N=CN=1)SCCC(=O)OCC,False
1897-45-6,N#CC1C(Cl)=C(Cl)C(Cl)=C(C#N)C=1Cl,False
633-65-8,COC1C2C=[N+]3CCC4C=C5OCOC5=CC=4C3=CC=2C=CC=1OC,False
125055-59-6,CC1=CC=CC2=NC=C(C(=O)N12)C(=O)NCCCCCCCC,False
43201-95-2,CCCCCCCC(=O)OCCC(C)O,True
58890-25-8,O=C(NC1C=CC(CC2C=CC(=CC=2)NC(=O)NC2CCCCC2)=CC=1)NC1CCCCC1,False
14489-75-9,CNCC1=CC=CC2C=CC=CC=21,True
35944-73-1,O=S(=O)(F)C1CC(CC1)S(=O)(=O)F,True
99283-01-9,COC1=CC(=NC(NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(O)=O)=N1)OC,False
46817-91-8,CCOC1C=CC=CC=1OCC1CNCCO1,False
110-19-0,CC(C)COC(C)=O,False
944-21-8,CCP(=O)(OCC)SC1C=CC=CC=1,True
2432-74-8,NCCCCCC#N,False
53-86-1,CC1=C(CC(O)=O)C2C=C(C=CC=2N1C(=O)C1C=CC(Cl)=CC=1)OC,True
20308-43-4,CCCCCNC(=O)C1C=CC=CC=1,False
13738-63-1,[O-][N+](=O)C1C=CC(=CC=1)OC1=C(F)C=C(Cl)C=C1Cl,False
120068-37-3,NC1=C(C(C#N)=NN1C1C(Cl)=CC(=CC=1Cl)C(F)(F)F)S(=O)C(F)(F)F,False
1985-12-2,S=C=NC1C=CC(Br)=CC=1,False
130693-82-2,CC1CC(NCC)C2C=C(SC=2S1(=O)=O)S(N)(=O)=O,False
1885-98-9,CCOP(=O)(OCC)SC(Cl)C(Cl)Cl,True
123-86-4,CCCCOC(C)=O,False
35256-85-0,CC(C)N(CC1C=CC=CC=1)C(=O)C(C)(C)C,False
107-16-4,N#CCO,True
59-47-2,CC1=CC=CC=C1OCC(O)CO,False
302-17-0,OC(O)C(Cl)(Cl)Cl,False
3214-64-0,CC1=NC2C=CC=CC=2C(=O)N1C1=NC=CC=C1C,False
5266-08-0,O=P(OC=C(Cl)Cl)(OCCCl)OCCCl,True
96-24-2,OCC(O)CCl,True
1009-93-4,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,False
63580-68-7,CN(C)C(=S)SCSP(=S)(OCC)OCC,False
16655-82-6,CC1(C)OC2C(=CC=CC=2C1O)OC(=O)NC,True
14144-91-3,CC1C=CC(=CC=1N(C)C)OC(=O)NC,True
656-49-5,FC(F)(F)C1NC2=CC(Cl)=CC=C2N=1,True
79538-32-2,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OCC1C(F)=C(F)C(C)=C(F)C=1F,True
28434-01-7,CC(C)=CC1C(C(=O)OCC2C=C(CC3C=CC=CC=3)OC=2)C1(C)C,False
18722-80-0,COP(=S)(OC)SCSC1C=CC=CC=1,True
11034-31-4,CC1(C(C2CCC1O2)C(O)=O)C(O)=O,True
4008-48-4,[O-][N+](=O)C1=CC=C(O)C2N=CC=CC1=2,False
2079-00-7,[H]/N=C1/C=CN(C2C=CC(/N=C(\O)/CC(N)CCN(C)/C(/N)=N/[H])C(O2)C(O)=O)C(O)=N/1,False
482-89-3,O=C1C(NC2C=CC=CC1=2)=C1NC2C=CC=CC=2C1=O,False
